0,fullname,id,likes,replies,retweets,text,timestamp,user,date,time,pos,neg,neu,comp
683,Atif Jabbar,9.11E+17,0,0,0,@TheMahiraKhan... ????? pic.twitter.com/TUeGyjAlre,2017-09-21T22:39:45,Ati906,21/9/2017,22:39:45,0,0,1,0
684,Haider Khan,9.11E+17,1,0,0,Lanat hai isse baghirat auroto par,2017-09-21T22:40:04,HaiderK12012389,21/9/2017,22:40:04,0,0,1,0
685,Mokhtiar Ali,9.11E+17,1,0,0,"#Mahira is now the talk of the town, whoops! #Twitteratis where are you?
#MahiraKhan
@TheMahiraKhan",2017-09-21T22:40:11,MokhtiarAli,21/9/2017,22:40:11,0,0,1,0
686,ذمہ دار,9.11E+17,0,0,0,"Only u were short to come for rescue, na shakal na AWAZ, Quom pay sawar
General ki beti",2017-09-21T22:41:12,farinaistijab,21/9/2017,22:41:12,0.168,0.071,0.761,0.4404
687,پاکستانی  🇵🇰,9.11E+17,0,1,0,"Well I am no way near as big a celebrity as she is & you are calling our culture,tradition & religion shit?! Shame on you!",2017-09-21T22:41:20,Apassionateguy,21/9/2017,22:41:20,0.081,0.226,0.693,-0.5837
688,Pak Cinema Official,9.11E+17,2,1,0,#MahiraKhan And #RanbirKapoor Caught And Clicked In New York City... http://fb.me/7yAYuE859 ,2017-09-21T22:42:19,PakCinema2020,21/9/2017,22:42:19,0,0,1,0
689,Asad Khan,9.11E+17,0,0,0,She looks awesome. He is too lucky ...experienced everyone.. and Pakis are crazy as usual..,2017-09-21T22:42:22,AsadMaple,21/9/2017,22:42:22,0.324,0.113,0.563,0.6705
690,Usman Hanif  🌐,9.11E+17,2,2,0,"No i am calling your mentality shit 
This is kind of mentality definitely hurts Pakistan",2017-09-21T22:43:18,second_chapter,21/9/2017,22:43:18,0.125,0.412,0.463,-0.7351
691,Queen Bee,9.11E+17,1,0,0,@TheMahiraKhan  https://twitter.com/nenodarling/status/910936051279114240 …,2017-09-21T22:43:37,chi_chabell,21/9/2017,22:43:37,0,0,1,0
692,Insane@Play,9.11E+17,0,0,0,Jesus??,2017-09-21T22:44:09,JimmyScorpion,21/9/2017,22:44:09,0,0,1,0
693,LAWYER,9.11E+17,0,0,0,Is this related to Mahira Khan? She was smoking wearing backless. https://twitter.com/libberandbeer/status/910962722367565824 …,2017-09-21T22:44:33,Naseer8910,21/9/2017,22:44:33,0,0,1,0
694,پاکستانی  🇵🇰,9.11E+17,0,1,0,Do you even know what shit means?! Shit is what she is doing & you supporting her!,2017-09-21T22:45:24,Apassionateguy,21/9/2017,22:45:24,0.122,0.329,0.549,-0.7081
695,Sye D. Nabillio,9.11E+17,3,0,3,LMAO! I love how some people are butthurt about you saying 'jesus'... Like wtf is wrong with you people? Nothing better to do?,2017-09-21T22:45:36,TheBilli96,21/9/2017,22:45:36,0.321,0.25,0.429,0.5689
696,Engr Muhammad Irfan,9.11E+17,0,0,0,Jesus! When you become star & represent your country you get responsible for so many things. Jesus Jesus Jesus,2017-09-21T22:46:26,EngrMuhammadIr2,21/9/2017,22:46:26,0.132,0,0.868,0.3802
697,Devil's Advocate,9.11E+17,0,0,0,Yes smoking can make u traitor and kafir also ,2017-09-21T22:46:41,Zee19900,21/9/2017,22:46:41,0.278,0,0.722,0.4019
698,Usman Hanif  🌐,9.11E+17,1,2,0,"Its her life and she has the right to do whatever she wants 
I will always support the right to choose",2017-09-21T22:47:00,second_chapter,21/9/2017,22:47:00,0.124,0,0.876,0.4019
699,Engr Muhammad Irfan,9.11E+17,0,0,0,She is representing Pakistan in media industry....buht c girls half to full naked hu jati but no one cares unless you hold a position,2017-09-21T22:47:49,EngrMuhammadIr2,21/9/2017,22:47:49,0.149,0.104,0.746,0.296
700,پاکستانی  🇵🇰,9.11E+17,0,1,0,"Do want Pakistanis to become West,I am no Mulla & think there should be more freedom but that doesn't mean becoming complete ""goras""",2017-09-21T22:47:58,Apassionateguy,21/9/2017,22:47:58,0.159,0.065,0.776,0.3174
701,Tiger,9.11E+17,0,0,0,JESUS? are u muslim or Christian u guys becoming typical kaafir shame shame shame Pakistani women,2017-09-21T22:48:16,Aamirah49117162,21/9/2017,22:48:16,0,0.458,0.542,-0.8519
702,Ibrahim,9.11E+17,0,0,0,Mahira Khan is still a queen idc,2017-09-21T22:48:45,ibrahim_7960,21/9/2017,22:48:45,0,0,1,0
703,پاکستانی  🇵🇰,9.11E+17,0,1,0,O bhai wo koi aam larki nahi Pakistani ki representative or ambassador bhi hai aur tumhe agar phir bhi support karna hai toh karo.,2017-09-21T22:49:11,Apassionateguy,21/9/2017,22:49:11,0.109,0,0.891,0.4019
704,Tiger,9.11E+17,0,0,0,I think things are getting out of control in Pakistan n now there is no fear of ALLAH among Pakistanis its a shame for whole community,2017-09-21T22:49:37,Aamirah49117162,21/9/2017,22:49:37,0,0.298,0.702,-0.8176
705,Usman Hanif  🌐,9.11E+17,0,0,0,"If giving rights to people makes Pakistan western, i totally support it 
No one should be allowed to poke their noses in others business",2017-09-21T22:50:01,second_chapter,21/9/2017,22:50:01,0.194,0.088,0.718,0.4459
706,پاکستانی  🇵🇰,9.11E+17,0,1,0,"Mujhe mat batao,I didn't ask you & didn't tell you what I think,I replied to her not you so don't argue with me,kahi aur time pass karo.",2017-09-21T22:50:46,Apassionateguy,21/9/2017,22:50:46,0.088,0,0.912,0.3214
707,Abdullah,9.11E+17,0,0,1,Kabira is busy with mahira khan,2017-09-21T22:51:42,SoCalledAssasin,21/9/2017,22:51:42,0,0,1,0
708,Varun,9.11E+17,0,0,0,Omg ranbir and mahira khan wow https://twitter.com/fthamna/status/910999778187759616 …,2017-09-21T22:51:42,Varunftsid,21/9/2017,22:51:42,0.388,0,0.612,0.5859
709,7,9.11E+17,0,2,1,"Now that half of Pakistan dislikes you, including tharki mullahs and maila/paindu awam, it’s my time to win your heart @TheMahiraKhan ?",2017-09-21T22:51:55,tiwanaldo,21/9/2017,22:51:55,0.149,0.106,0.745,0.2732
710,Hassan Ajmal Chatha,9.11E+17,1,0,0,Exactly..!! Waahhh.. youu just nailed it.. ,2017-09-21T22:52:38,iamHAC30,21/9/2017,22:52:38,0,0,1,0
711,Usman Hanif  🌐,9.11E+17,0,1,0,"Woh pehlay larki hai aur insaan hai aur us ka ha hai jaisay chahye zindagi guzaray 
Agar yeh usay nahi dena chahtay tu go back to caves",2017-09-21T22:52:51,second_chapter,21/9/2017,22:52:51,0.085,0,0.915,0.34
712,Urdu Page,9.11E+17,0,0,0,I added a video to a @YouTube playlist http://youtu.be/Ujsp1BeNBik?a  Mahira Khan and Ranbir Kapoor CAUGHT TOGETHER In NYC And Their Shocking,2017-09-21T22:54:01,yturdupage,21/9/2017,22:54:01,0,0.137,0.863,-0.4019
713,Urdu Page,9.11E+17,0,0,0,Mahira Khan and Ranbir Kapoor CAUGHT TOGETHER In NYC And Their Shocking Pictures Are Going Viral: http://youtu.be/Ujsp1BeNBik?a  بواسطہ,2017-09-21T22:54:09,yturdupage,21/9/2017,22:54:09,0,0.137,0.863,-0.4019
714,Sonia Juned,9.11E+17,0,0,0,LOVE THY NEIGHBOURS literally: Find out ALL about Ranbir Kapoor and Mahira Khan's relationship http://ift.tt/2xVJdaG ,2017-09-21T22:54:30,sonia_juned,21/9/2017,22:54:30,0.261,0,0.739,0.7125
715,Usman Hanif  🌐,9.11E+17,1,1,0,"No here u are , mujhay mat batao? This is what i m saying mahira ko bhi mat batao usay pata hai us ne kaisi jeena hai 
Let her decide",2017-09-21T22:55:14,second_chapter,21/9/2017,22:55:14,0,0.081,0.919,-0.296
716,پاکستانی  🇵🇰,9.11E+17,0,0,0,"That's your opinion but I think what she is doing is pathetic,bye!",2017-09-21T22:55:47,Apassionateguy,21/9/2017,22:55:47,0,0,1,0
717,Muḥteşem Süleymān,9.11E+17,0,1,0,But u dont smoke..,2017-09-21T22:55:52,SSGDude,21/9/2017,22:55:52,0,0,1,0
718,7,9.11E+17,0,0,0,You’re in for a surprise mate,2017-09-21T22:56:07,tiwanaldo,21/9/2017,22:56:07,0.344,0,0.656,0.2732
719,naila akhtar,9.11E+17,2,1,0,"Everyone leave @TheMahiraKhan alone. She's an independent, intelligent woman. She's not a thing to be told what to do. Men are hypocrites",2017-09-21T22:57:01,naila786blue,21/9/2017,22:57:01,0.124,0.132,0.744,0.2023
720,پاکستانی  🇵🇰,9.11E+17,0,1,0,"O bhai hum aam logon aur celebs mein farq hai,kyu nahi samajh rahe,us ki waja se humara naam roshan bhi hota hai aur kharab bhi.",2017-09-21T22:57:16,Apassionateguy,21/9/2017,22:57:16,0,0,1,0
721,Usman Hanif  🌐,9.11E+17,1,2,0,"Koi faraq nahi hai woh bhi hamari tarah insaan hain 
Apni private life mai jo marzi karain its non of our business",2017-09-21T22:58:25,second_chapter,21/9/2017,22:58:25,0,0,1,0
722,Aisha kathia  ⚡ ⚡,9.11E+17,1,0,0,wot u think about @TheMahiraKhan & @ranbirrk  leaked pix of new yorkpic.twitter.com/kXsHtQn4Ms,2017-09-21T22:58:42,AishaKathia,21/9/2017,22:58:42,0,0.204,0.796,-0.3182
723,Fatima,9.11E+17,0,1,0,Now that's called sending your life up in smoke! ,2017-09-21T22:59:56,Meetian4life,21/9/2017,22:59:56,0,0,1,0
724,Shuda,9.11E+17,3,3,0,"انقفطوووا
وجه رانبير يمثلني يوم شفت الصور 
#RanbirKapoor , #MahiraKhan pic.twitter.com/2a3f32zaaN",2017-09-21T23:00:04,ishodh,21/9/2017,23:00:04,0,0,1,0
725,پاکستانی  🇵🇰,9.11E+17,0,1,0,Toh bhai private mein kare na khulle aam streets pe nahi!,2017-09-21T23:00:05,Apassionateguy,21/9/2017,23:00:05,0,0,1,0
726,پاکستانی  🇵🇰,9.11E+17,0,0,0,I wouldn't have cared if she wasn't a Pakistani but I do because she is.,2017-09-21T23:00:47,Apassionateguy,21/9/2017,23:00:47,0,0.132,0.868,-0.1695
727,Aisha kathia  ⚡ ⚡,9.11E+17,0,1,0,yeah but mjhe issue ye h why she behave so innocent or sweet?thats my only issue,2017-09-21T23:02:18,AishaKathia,21/9/2017,23:02:18,0.308,0,0.692,0.6979
728,MANIK!,9.11E+17,57,3,32,"Pictures of Mahira Khan smoking with Ranbir Kapoor turn up on social media.

Desis be like: pic.twitter.com/FuNPBIUnfQ",2017-09-21T23:02:22,manikhawaja88,21/9/2017,23:02:22,0.135,0,0.865,0.3612
729,Usman Hanif  🌐,9.11E+17,0,1,0,Oh bhai private life mai woh jo marzi pehn kar ghomaay tumhain kia takleef hai,2017-09-21T23:02:39,second_chapter,21/9/2017,23:02:39,0,0.231,0.769,-0.6369
730,Bollywood Tollywood,9.11E+17,1,0,0,Ranbir Kapoor and Mahira Khan confirm their relationship with these candid pics? - Bollywood Life http://j.mp/2xj7RBl pic.twitter.com/RoyBkrHhiI,2017-09-21T23:03:07,BollyTollyWood,21/9/2017,23:03:07,0,0,1,0
731,Aisha kathia  ⚡ ⚡,9.11E+17,2,0,0,saw ur pics with ranbeer.I know its ur life.but i just want to question about ur fakeness.y u bhv so innocent?,2017-09-21T23:04:25,AishaKathia,21/9/2017,23:04:25,0.206,0,0.794,0.5293
732,Isfandiar Khan,9.11E+17,2,0,1,Dunya Chand Kay Baad Ab Mars Pe Pohunch Gaye Aur Hum Mahira Khan Kay Dress Aur Cigarette Ko Le Kar Pareshan Hain. Lakh De Lanat! ,2017-09-21T23:05:11,AsfandKhan6,21/9/2017,23:05:11,0,0,1,0
733,Zara,9.11E+17,3,0,0,RIP mahira khan after those pictures with Ranbir Kapoor lol,2017-09-21T23:05:45,ZarShahz,21/9/2017,23:05:45,0.237,0,0.763,0.4215
734,جواد خان,9.11E+17,2,0,0,Lol that much freedom ? Apni zindagi ha thek ha but itni anni ? Hahahaah,2017-09-21T23:07:17,jawad123khan,21/9/2017,23:07:17,0.479,0,0.521,0.7399
735,Aqib Mansoor,9.11E+17,0,0,0,Great jodi!,2017-09-21T23:10:46,AqibMansoor5,21/9/2017,23:10:46,0.815,0,0.185,0.6588
736,Anushka Chopra,9.11E+17,0,0,0,"IS THAT A LOVE BITE? Ranbir Kapoor & Mahira Khan Caught Smoking Together, AFFAIR Out In The Open? http://dlvr.it/Ppbfw7 pic.twitter.com/k2GDoKsAdE",2017-09-21T23:12:04,seoanushka,21/9/2017,23:12:04,0.237,0,0.763,0.7425
737,Misha Khaliq,9.11E+17,0,1,0,Everyone shaming Mahira Khan for smoking & not ranbir kapoor shows exactly the misogynistic society we live in.,2017-09-21T23:12:25,mishkamooska,21/9/2017,23:12:25,0,0,1,0
738,wiz khaleesi,9.11E+17,2,0,0,mahira khan is so HOT,2017-09-21T23:12:42,mahnijaani,21/9/2017,23:12:42,0,0,1,0
739,Jessie Bottcher,9.11E+17,0,0,0,Ranbir Kapoor and Mahira Khan confirm their relationship with these candid pics? - Bollywood Life http://ift.tt/2xUwjKb ,2017-09-21T23:13:22,JessieBottcher,21/9/2017,23:13:22,0,0,1,0
740,جواد خان,9.11E+17,0,1,0,Yaar wo cigrette kon sa peeti ha itna hi bata do ? And that love bite uffff,2017-09-21T23:14:04,jawad123khan,21/9/2017,23:14:04,0.32,0,0.68,0.765
741,अटल आनंद,9.11E+17,0,0,0,"Bloody madarsa product , grow up lol",2017-09-21T23:15:20,AtalkumarEr,21/9/2017,23:15:20,0.289,0.299,0.412,-0.0258
742,Usman Hanif  🌐,9.11E+17,0,1,0,Aap gold leaf par hi kaam chalao ,2017-09-21T23:15:29,second_chapter,21/9/2017,23:15:29,0,0,1,0
743,अटल आनंद,9.11E+17,0,0,0,Haha is there any respect on this name in international society ?,2017-09-21T23:16:25,AtalkumarEr,21/9/2017,23:16:25,0.404,0,0.596,0.7269
744,جواد خان,9.11E+17,0,0,0,Hahaahaha . Goldleaf pilana chaiye tha ranbir ko b usaa pata lagta asal cig kiya hota ,2017-09-21T23:17:17,jawad123khan,21/9/2017,23:17:17,0,0,1,0
745,Ajeeb Admi,9.11E+17,0,0,0,"This is What Mahira Khan Had to Say abut Controversy

#JhelumKaptaanKa #ModelTown #Muharram #Miranshah #NoorJehan
https://www.youtube.com/watch?v=uQZBJEC_i1M …",2017-09-21T23:18:04,gisasghar,21/9/2017,23:18:04,0,0,1,0
746,Farhan Srkian,9.11E+17,0,0,0,We must boycott her darama logo ko pagal banays hua drama mai dupatta sar se utarta nahi @TheMahiraKhan ka aur India ma rangralliya,2017-09-21T23:19:10,FarhanShaikhh,21/9/2017,23:19:10,0,0.095,0.905,-0.3182
747,Ajeeb Admi,9.11E+17,3,0,3,"This is What Mahira Khan Had to Say abut Controversy

#HappyNavratri #MersalTeaser #INDvAUS #Padmavati #Indianshttps://www.youtube.com/watch?v=uQZBJEC_i1M …",2017-09-21T23:19:20,gisasghar,21/9/2017,23:19:20,0,0,1,0
748,whahid raja,9.11E+17,1,0,0,ek post khoob viral ho rhi h Aapki or ranbir ki smoking image,2017-09-21T23:21:34,iltafmd12,21/9/2017,23:21:34,0,0,1,0
749,P A D M A V A T I  ⚡️,9.11E+17,0,0,0,@MawraHocane and @TheMahiraKhan obsession with Bollywood superstars is beyond me. One rants on social media the other smokes with them wow https://twitter.com/sasatar/status/910926879527403520 …,2017-09-21T23:21:39,DP_Obsessed,21/9/2017,23:21:39,0.138,0.171,0.691,0.0258
750,Isfandiar Khan,9.11E+17,0,0,0,Ap Mahira Khan Ko Daikhty Rahay Poori Raat. Ab Namaz Ki Tayari Kar Rahay Hain. Waah Musalman Waah! ,2017-09-21T23:22:29,AsfandKhan6,21/9/2017,23:22:29,0,0,1,0
751,Bollywoodporn,9.11E+17,1,0,0,#RanbirKapoor trust me. This #MahiraKhan z thingy will destroy his carrier . Who will come to watch movies who date #Pakistanis ,2017-09-21T23:24:13,bollywoodporn,21/9/2017,23:24:13,0.139,0.147,0.714,-0.0516
752,Bollywoodporn,9.11E+17,0,0,0,#RanbirKapoor some say those pictures with @TheMahiraKhan are taken in July. Any truth ?,2017-09-21T23:24:47,bollywoodporn,21/9/2017,23:24:47,0.161,0,0.839,0.3182
753,Bollywoodporn,9.11E+17,0,0,0,#RanbirKapoor i am still shocked to see pictures of #RanbirKapoor and #MahiraKhan,2017-09-21T23:26:52,bollywoodporn,21/9/2017,23:26:52,0,0.187,0.813,-0.3182
754,Mr.NiceGuy  😎,9.11E+17,0,0,0,Bollywood ki hawa lag gai,2017-09-21T23:27:03,Khaalis_Kameena,21/9/2017,23:27:03,0,0.375,0.625,-0.34
755,Karachi_Post,9.11E+17,4,1,3,Religious right and PTI social media team attacking actress Mahira khan after her pictures smoking with Ranbir appeared online #Pakistan,2017-09-21T23:27:20,Karachi_Post,21/9/2017,23:27:20,0,0.136,0.864,-0.4588
756,Muhammad Waleed,9.11E+17,0,0,0,@TheMahiraKhan ek sutta meray sath bhi please,2017-09-21T23:27:20,neemhakeem22888,21/9/2017,23:27:20,0.277,0,0.723,0.3182
757,rhea kumar,9.11E+17,2,0,0,I dnt know y @TheMahiraKhan chilling with #ranbirkapoor is national news.dey work in the media industry.Dont you guys chill with colleagues?,2017-09-21T23:28:00,rhea_kumar7,21/9/2017,23:28:00,0,0.058,0.942,-0.0258
758,Samina Rashid,9.11E+17,0,0,0,What the Heck @TheMahiraKhan https://twitter.com/MissMalini/status/910947507710058496 …,2017-09-21T23:28:24,krazysamina1,21/9/2017,23:28:24,0,0,1,0
759,پاکستانی  🇵🇰,9.11E+17,0,1,0,"Mujhe laga tha ke @TheMahiraKhan toh bohot achi thee,us se ye cheez expect nahi kee thee,ye entertainers sab ek jaise hote hai. https://twitter.com/chintuandbunty/status/910959283034050562 …",2017-09-21T23:28:25,Apassionateguy,21/9/2017,23:28:25,0.083,0,0.917,0.25
760,MATAF KHAN,9.11E+17,3,1,1,How dumb is this nation. They all begging for their gf's nude pictures and now they all criticizing on Mahira Khan semi nude pictures.,2017-09-21T23:28:46,RacingIsPassion,21/9/2017,23:28:46,0,0.209,0.791,-0.7003
761,rhea kumar,9.11E+17,1,0,0,She can make her choices.Moral brigade should chillax.@TheMahiraKhan,2017-09-21T23:29:01,rhea_kumar7,21/9/2017,23:29:01,0,0,1,0
762,Bollywoodporn,9.11E+17,0,0,0,#RanbirKapoor @dnaAfterHrs we need more inside scoop on #RanbirKapoor and #MahiraKhan  z romance and trip,2017-09-21T23:29:29,bollywoodporn,21/9/2017,23:29:29,0.313,0,0.687,0.6682
763,Fifi Haroon,9.11E+17,3,0,0,sorry zubair but your language says more about you than either Mahira or Rabia.  Pehley shurafa ke tarha bolna to seekhein,2017-09-21T23:30:01,fifiharoon,21/9/2017,23:30:01,0,0.054,0.946,-0.0387
764,Zarwan Ali,9.11E+17,1,1,0,We are Muslim and this crap is not allowed so better state does its job and stops it other wise people are getting pissed,2017-09-21T23:30:08,zarwanali1989,21/9/2017,23:30:08,0.197,0.254,0.548,-0.2403
765,waleed asif,9.11E+17,1,1,0,"their life their rule, dont judge anyone sasty nashy kerny wal0",2017-09-21T23:30:48,waleedeey,21/9/2017,23:30:48,0,0,1,0
766,Mehdi Shah,9.11E+17,0,0,0,TRUE !!!!! DON'T ATTACK ON PERSONAL ACTIONS !!!!,2017-09-21T23:31:05,shahmehdi94,21/9/2017,23:31:05,0.565,0,0.435,0.8315
767,Zarwan Ali,9.11E+17,5,3,1,Sorry this kind of crap personal space doesn't exist in Islam and state better wake up and stop this bullshit other wise people will,2017-09-21T23:31:22,zarwanali1989,21/9/2017,23:31:22,0.172,0.312,0.516,-0.5984
768,Xill-e-Ilahi,9.11E+17,7,2,0,"Yeah well when we elect you to be our Khalifa you can take action. Until then, please take cold showers.",2017-09-21T23:31:39,XilleIlahi,21/9/2017,23:31:39,0.28,0,0.72,0.6808
769,Vishal  🏏 ⚽ 🏈,9.11E+17,0,0,0,It's just a cigarette.Calm down,2017-09-21T23:32:54,vishalgunner,21/9/2017,23:32:54,0,0,1,0
770,Ayesha U.,9.11E+17,23,3,0,"""Jesus""?!? K, girl, you can use religious figures to curse but be aware that it's a sin. Keep a limit to westernization.",2017-09-21T23:33:07,AyeshaUsmani_14,21/9/2017,23:33:07,0,0.302,0.698,-0.8317
771,Nabiha Ahmed,9.11E+17,2,0,0,"Ranbir Kapoor and ladylove Mahira Khan caught and clicked in NYC! @pinkvilla 
.
.
#ranbirkapoor #mahirakhan #acto… http://ift.tt/2hjdjxL pic.twitter.com/ANYVOxCiGA",2017-09-21T23:33:32,vrfriendz,21/9/2017,23:33:32,0,0,1,0
772,Zarwan Ali,9.11E+17,4,1,2,Sorry you mean Pakistanis should be BEGARIAT not we are not and never will be @OfficialHanzala,2017-09-21T23:35:41,zarwanali1989,21/9/2017,23:35:41,0,0.08,0.92,-0.0772
773,پاکستانی  🇵🇰,9.11E+17,0,1,1,"I am so surprised that many of us specially the younger generation is trying to justify Mahira Khan's images,shows where we r heading.",2017-09-21T23:35:43,Apassionateguy,21/9/2017,23:35:43,0.099,0,0.901,0.2944
774,Bint e Ahmed,9.11E+17,1,0,0,Insta se lekar Twitter tak tl @TheMahiraKhan se bhari hue hai wo smoking kary k drink tum logo ko kiya -_-,2017-09-21T23:35:55,UnaizaAhmed2,21/9/2017,23:35:55,0,0,1,0
775,SHAH RUKH KHAN SRK,9.11E+17,0,0,0,Ranbir Kapoor and Mahira Khan confirm their relationship with these candid pics? - Bollywood Life http://bit.ly/2fCskqL pic.twitter.com/WBNL41qTSJ,2017-09-21T23:37:13,SrkRocksNRules,21/9/2017,23:37:13,0,0,1,0
776,Hamdan javed zaman,9.11E+17,0,0,0,"Jesus????!!!!
Wtf are you smoking???
And you get a verified account doesn't mean ur shitty mouth will run faster like that.",2017-09-21T23:37:31,hamdank46,21/9/2017,23:37:31,0.266,0.134,0.6,0.5792
777,Muniba Kamal,9.11E+17,0,1,0,Doesn't our state have bigger fish to fry?,2017-09-21T23:39:47,MunibaKamal,21/9/2017,23:39:47,0,0,1,0
778,Abdulwahab,9.11E+17,1,1,0,#mahirakhan has activated the twitter's feminism.,2017-09-21T23:40:02,abdulwahabrp,21/9/2017,23:40:02,0,0,1,0
779,Muniba Kamal,9.11E+17,1,1,0,tou nasha allowed hai? small mercies,2017-09-21T23:41:20,MunibaKamal,21/9/2017,23:41:20,0,0,1,0
780,Zarwan Ali,9.11E+17,1,1,0,No these are the issues which also lead to rise in extremism so state wants to control extremism stop this shit other wise it can't,2017-09-21T23:41:41,zarwanali1989,21/9/2017,23:41:41,0.095,0.264,0.641,-0.6757
781,Vishal  🏏 ⚽ 🏈,9.11E+17,1,0,0,"What have you done in your life to make Pakistan proud,deshbhakt ?",2017-09-21T23:41:43,vishalgunner,21/9/2017,23:41:43,0,0,1,0
782,Atty Rizvi,9.11E+17,0,0,0,@priyankachopra @Malala @TheMahiraKhan #RanbirKapoor Hope for a better future for #India and #Pakistan! #Mumbai #Delhi #Lahore #Karachi pic.twitter.com/uXDZYgJxJR,2017-09-21T23:41:47,AtherRizvi,21/9/2017,23:41:47,0.289,0,0.711,0.7263
783,LAWYER,9.11E+17,0,0,0,It's strange that how some feminists here on twitter are defending Mahira Khan's half naked pictures.,2017-09-21T23:42:05,Naseer8910,21/9/2017,23:42:05,0,0.107,0.893,-0.2023
784,برزخ تبریز,9.11E+17,0,0,0,You already make it very bad to use your cool jesus before sentence.Vaffunculo  casso ragazza,2017-09-21T23:42:17,BarzakhTabraiz,21/9/2017,23:42:17,0.12,0.199,0.681,-0.3597
785,maXes,9.11E+17,1,1,0,Or ?,2017-09-21T23:43:03,HORUS_PTI,21/9/2017,23:43:03,0,0,1,0
786,NYSA,9.11E+17,0,0,0,"no, SHE is a hypocrite who pretends to be innocent and traditional in interviews and shows but is actually the other way around.",2017-09-21T23:43:21,javeriiax3,21/9/2017,23:43:21,0.072,0.119,0.809,-0.0258
787,Abdulwahab,9.11E+17,1,0,0,no matter if it's @ArmeenaRK or @TheMahiraKhan our nation stands united against them but visits @SunnyLeone s website twice a day.,2017-09-21T23:44:56,abdulwahabrp,21/9/2017,23:44:56,0.144,0.078,0.779,0.09
788,Muniba Kamal,9.11E+17,0,0,0,and then there's the blue whale... tauba,2017-09-21T23:47:39,MunibaKamal,21/9/2017,23:47:39,0,0,1,0
789,Kʜʌɭɩɗ oĸx,9.11E+17,0,0,0,Hi mahira I'm ur big big big big aur ase hazar baaaar big fan hon love so much,2017-09-21T23:48:25,Khalid4299,21/9/2017,23:48:25,0.289,0,0.711,0.7579
790,YouSerious?,9.11E+17,4,0,0,"Try praying to Allah, your prayers will be answered for sure!",2017-09-21T23:49:00,InsanelySatanic,21/9/2017,23:49:00,0.361,0,0.639,0.6239
791,Abdulwahab,9.11E+17,0,0,0,"may be it's hurting because that's not how normally we see her, we always see her as tehzeeb kay dairey wali girl #mahirakhan",2017-09-21T23:51:14,abdulwahabrp,21/9/2017,23:51:14,0,0.109,0.891,-0.4019
792,kuriidesii,9.11E+17,0,0,0,Poor kid.,2017-09-21T23:51:55,kuriidesii,21/9/2017,23:51:55,0,0.756,0.244,-0.4767
793,Aijaz Ahmed,9.11E+17,0,0,0,@TheMahiraKhan. Shame  shame pic.twitter.com/em92B6qEGp,2017-09-21T23:53:10,Aijazkhoso394,21/9/2017,23:53:10,0,0.756,0.244,-0.7351
794,Abdulwahab,9.11E+17,2,0,0,okay she is looking unreasonable in the photos but no one knows whats happening on the scene. people should stop judging #mahirakhan,2017-09-21T23:55:02,abdulwahabrp,21/9/2017,23:55:02,0.056,0.215,0.729,-0.631
795,Muniba Kamal,9.11E+17,1,3,0,Aur kya? That is the question and different people have different answers.,2017-09-21T23:56:30,MunibaKamal,21/9/2017,23:56:30,0,0,1,0
796,JK Pak Ka lover ⚔️,9.11E+17,1,0,0,"Jese Mahira khan zindagi guzarana chahti hai guzare ,humein apni fekar karni chaye.",2017-09-21T23:58:44,Iambackwithbing,21/9/2017,23:58:44,0,0,1,0
797,AkKattak ♠️ 🇵🇰,9.11E+17,0,0,0,i wonder how can iPhone X recognize her face? #MahiraKhan #doublestandardspic.twitter.com/pm6x2YDJHp,2017-09-22T21:18:07,Azam_khattak24,22/9/2017,21:18:07,0,0,1,0
798,Maj Gen Sohaib,9.11E+17,2,0,1,@TheMahiraKhan You Love  https://twitter.com/amk/status/911155956758843392 …,2017-09-22T21:18:08,Sohaibinriaz,22/9/2017,21:18:08,0.583,0,0.417,0.6369
799,syed Aitzaz Raza,9.11E+17,0,1,0,Kia tum apnay betay say nazrayain Mila Pao gai #shameful @TheMahiraKhan,2017-09-22T21:18:09,aitzaz123,22/9/2017,21:18:09,0,0.296,0.704,-0.6369
800,درویش  🐧,9.11E+17,0,0,0,#MahiraKhan Her style in pic ..Lol.. Why to pose like a slut..  Nanga hona zaruri hy to achy sy to ho k کراہیت Na aye.. FilthY piece of shit,2017-09-22T21:18:10,fixitidiot,22/9/2017,21:18:10,0.08,0.116,0.804,-0.2732
801,Ahmad Fraz,9.11E+17,0,0,0,"What we take the meaning of ""broadness "" ? . Does it mean every thing is right according to our logics . 1/3
#MahiraKhan",2017-09-22T21:18:11,frazahmad61,22/9/2017,21:18:11,0,0,1,0
802,Mouse,9.11E+17,0,0,0,"Told the young lot that education is important to do something in life,everyone cannot have the same luck.",2017-09-22T21:18:20,Mouse__007,22/9/2017,21:18:20,0.231,0,0.769,0.5859
803,Saad Imtiaz,9.11E+17,1,1,0,Chal.chal double standards ,2017-09-22T21:18:22,Saad_Im10,22/9/2017,21:18:22,0,0,1,0
804,HahahaDeed..  ✌,9.11E+17,6,0,4,"When men do it, it looks attractive
When women do it, it becomes haraam
#doublestandards #MahiraKhan pic.twitter.com/QE0DQ8Fmv3",2017-09-22T21:18:50,Imhadeed,22/9/2017,21:18:50,0.153,0,0.847,0.4404
